ticket_id,fecha_creacion,fecha_resolucion,categoria,prioridad,sucursal,doctor_asignado_id,horas_resolucion,cumple_sla,reabierto,comentario
3103,2024-08-30 08:22:28,2024-09-10 15:33:00,Sugerencia,baja,Norte,19,271.2,0,1,
3104,2024-06-29 19:00:02,2024-06-30 09:56:52,Reclamo,alta,Oeste,12,14.9,1,0,
3105,2024-10-23 05:00:28,2024-10-23 12:55:24,Reclamo,alta,Norte,10,7.9,1,0,
3106,2024-04-30 17:34:53,2024-05-02 08:03:20,Petición,media,Este,16,38.5,1,0,"Valores militares siglo pensar principales encuentran. Hacía suelo existencia carne.
Ojos mayores amigos. C razón lleva d unidad proyectos claro. Casi veces cuando respecto éxito total aspectos."
3107,2024-06-21 17:51:08,2024-06-28 14:49:57,Sugerencia,baja,Sur,3,165.0,1,0,Mujeres sociales cuando puerta cuales. Estados condiciones últimos estar acción.
3108,2024-12-19 20:24:19,2024-12-19 21:42:18,Sugerencia,baja,Norte,1,1.3,1,0,
3109,2024-05-28 05:03:02,2024-05-29 04:44:11,Reclamo,alta,Norte,19,23.7,1,0,Común sería podía. Electoral único antes cuestión una demás aumento. Práctica justicia ideas económico sean siquiera.
3110,2024-05-19 08:34:52,2024-05-21 22:29:13,Petición,media,Norte,19,61.9,1,0,"Superior fecha conciencia tanto casos escuela. Hicieron casi hijo.
Habían palabra permite profesional. Todavía vivir millones podría."
3111,2024-08-28 15:24:55,2024-09-03 05:02:53,Sugerencia,baja,Oeste,12,133.6,1,0,
3112,2024-02-28 19:22:26,2024-03-01 08:07:47,Sugerencia,baja,Norte,10,36.8,1,0,
3113,2024-08-29 17:41:05,2024-08-31 00:46:48,Queja,alta,Sur,8,31.1,1,0,
3114,2024-05-01 12:17:55,2024-05-01 14:33:59,Reclamo,alta,Este,14,2.3,1,0,
3115,2024-08-21 20:28:36,2024-08-23 03:04:38,Sugerencia,baja,Sur,15,30.6,1,0,
3116,2024-11-01 04:53:36,2024-11-03 12:04:22,Queja,alta,Norte,5,55.2,0,0,Quería mí realidad estas. Teoría ante pacientes somos tras don. Hora campaña felipe maría revolución quiero piel.
3117,2024-04-27 06:09:36,2024-04-28 20:40:58,Reclamo,alta,Oeste,13,38.5,1,0,
3118,2024-08-06 08:23:13,2024-08-06 09:43:29,Sugerencia,baja,Oeste,12,1.3,1,0,"Aquellos interés ninguna conjunto construcción amigo muchos. Luego problema aquí medio fin va popular. Tipo cuarto eso calidad trabajar.
Usted elecciones ha nuevo. Sola podrá cabeza."
3119,2024-02-28 13:07:32,2024-02-28 20:13:58,Queja,alta,Norte,5,7.1,1,0,
3120,2024-08-03 10:42:12,2024-08-04 03:19:21,Petición,media,Norte,1,16.6,1,0,
3121,2024-02-26 12:27:06,2024-02-26 18:34:52,Reclamo,alta,Norte,7,6.1,1,0,
3122,2024-10-23 00:07:04,2024-10-23 06:20:13,Reclamo,alta,Este,18,6.2,1,0,
3123,2024-05-21 13:44:43,2024-05-21 21:17:32,Sugerencia,baja,Este,14,7.5,1,0,"Partes siquiera nadie santa victoria ve empresa.
Pequeña acciones decía social sangre etc. M tipo aquella mirada.
Ocho deben encuentro comunicación plazo. Régimen fuego color quiere."
3124,2024-11-27 19:57:22,2024-11-30 17:20:25,Sugerencia,baja,Este,2,69.4,1,0,
3125,2024-02-17 03:00:28,2024-02-18 12:02:30,Reclamo,alta,Este,16,33.0,1,0,
3126,2024-03-07 09:28:44,2024-03-11 21:43:23,Sugerencia,baja,Norte,7,108.2,1,0,
3127,2024-09-11 19:43:49,2024-09-12 20:48:59,Reclamo,alta,Oeste,6,25.1,1,0,
3128,2024-03-10 17:56:01,2024-03-11 02:33:12,Sugerencia,baja,Norte,20,8.6,1,0,
3129,2024-01-03 01:44:02,2024-01-06 08:53:13,Reclamo,alta,Sur,11,79.2,0,0,
3130,2024-01-02 15:13:53,2024-01-09 23:48:30,Sugerencia,baja,Sur,3,176.6,0,0,
3131,2024-06-02 19:12:28,2024-06-04 16:53:29,Reclamo,alta,Sur,8,45.7,1,0,"Cultura aspectos jefe director argentina verdad escuela. Veces quizá siglo cuerpo méxico autor.
Cuya sola civil. Edad diversos etapa de. Luz momento hechos precio."
3132,2024-07-04 04:49:36,2024-07-13 01:10:45,Sugerencia,baja,Centro,9,212.4,0,1,
3133,2024-10-13 20:56:14,2024-10-16 21:00:10,Queja,alta,Sur,11,72.1,0,0,"Martín modelo jóvenes manos cuando. Espacio público consumo pese voz. Imágenes tal estudio meses artículo.
Imágenes económico tierra nadie. Padres victoria consumo afirmó."
3134,2024-12-19 08:15:33,2024-12-20 03:01:58,Queja,alta,Sur,8,18.8,1,0,
3135,2024-01-29 11:32:27,2024-01-30 03:42:12,Petición,media,Sur,11,16.2,1,0,
3136,2024-12-26 10:53:17,2024-12-27 08:15:56,Queja,alta,Norte,20,21.4,1,0,
3137,2024-02-29 16:32:51,2024-03-08 13:38:22,Sugerencia,baja,Norte,20,189.1,0,1,
3138,2024-05-12 15:49:49,2024-05-20 03:14:39,Sugerencia,baja,Norte,7,179.4,0,1,
3139,2024-09-26 05:37:03,2024-09-28 05:18:08,Petición,media,Este,16,47.7,1,0,
3140,2024-10-08 12:52:35,2024-10-08 14:47:59,Reclamo,alta,Oeste,12,1.9,1,0,
3141,2024-04-10 14:33:53,2024-04-11 03:43:45,Queja,alta,Centro,9,13.2,1,0,
3142,2024-06-11 03:19:50,2024-06-14 01:30:23,Reclamo,alta,Norte,20,70.2,0,1,"Actividad siendo muestra existencia cabeza tenía idea. Todo noviembre efectos movimiento otros. Consecuencia conocimiento hacer.
Pública del presencia pensar semanas. Poco militar falta plan."
3143,2024-08-28 03:09:04,2024-08-29 01:06:46,Queja,alta,Norte,20,22.0,1,0,
3144,2024-10-11 10:25:44,2024-10-13 18:36:05,Petición,media,Norte,7,56.2,1,0,
3145,2024-01-23 12:45:11,2024-01-23 20:02:13,Queja,alta,Oeste,13,7.3,1,0,"Crecimiento consecuencia puerto asimismo grupo. Tú elecciones su.
Hay nombre quien puede dos. Políticas agua si segunda llegado. Siempre fernando ésta resto ser."
3146,2024-09-07 03:13:23,2024-09-08 09:08:56,Petición,media,Norte,10,29.9,1,0,
3147,2024-01-24 17:45:06,2024-01-31 22:07:10,Petición,media,Norte,1,172.4,0,0,
3148,2024-10-11 03:06:31,2024-10-12 06:47:15,Queja,alta,Sur,15,27.7,1,0,
3149,2024-07-16 01:22:31,2024-07-22 14:01:04,Sugerencia,baja,Sur,11,156.6,1,0,
3150,2024-02-11 22:09:30,2024-02-12 13:53:48,Reclamo,alta,Norte,7,15.7,1,0,
3151,2024-12-18 02:01:34,2024-12-18 22:21:23,Queja,alta,Norte,19,20.3,1,0,"Otros sabía cuenta baja. Mis d alta ojos.
Contra asociación pablo las madre ve.
Encuentran segunda casa ambiente. Nuestro aun ciudad a nuevo conocimiento alguien. Semana éxito misma jorge pasa."
3152,2024-04-08 03:28:37,2024-04-09 03:03:33,Petición,media,Este,2,23.6,1,0,
3153,2024-01-22 12:09:11,2024-01-23 15:19:18,Reclamo,alta,Norte,5,27.2,1,0,Hechos presidente período podrá julio cambios niveles respuesta. Justicia datos pp conocimiento. Seguro oposición modo días político ayuda. Cambios informe todas ir siquiera.
3154,2024-06-20 19:44:12,2024-06-22 14:15:30,Petición,media,Este,14,42.5,1,0,
3155,2024-08-13 09:34:04,2024-08-14 01:28:41,Reclamo,alta,Norte,20,15.9,1,0,
3156,2024-03-26 06:09:24,2024-03-27 07:57:57,Reclamo,alta,Sur,11,25.8,1,0,
3157,2024-05-20 16:13:29,2024-05-28 22:11:47,Petición,media,Norte,5,198.0,0,0,
3158,2024-06-16 10:50:27,2024-06-16 12:10:09,Queja,alta,Sur,8,1.3,1,0,
3159,2024-01-25 07:50:52,2024-01-26 18:38:29,Reclamo,alta,Sur,11,34.8,1,0,
3160,2024-06-29 00:09:46,2024-06-30 00:04:25,Petición,media,Este,16,23.9,1,0,
3161,2024-07-05 09:33:42,2024-07-08 13:27:50,Sugerencia,baja,Oeste,13,75.9,1,0,
3162,2024-11-21 03:07:23,2024-11-21 04:41:08,Petición,media,Norte,7,1.6,1,0,
3163,2024-04-01 18:38:59,2024-04-02 02:20:57,Reclamo,alta,Sur,8,7.7,1,0,
3164,2024-01-20 15:21:35,2024-01-22 20:31:14,Petición,media,Este,2,53.2,1,0,
3165,2024-08-10 12:47:34,2024-08-10 18:27:36,Sugerencia,baja,Este,2,5.7,1,0,"Hace acciones tendrá tener fecha niveles. Fuentes han mujer relación servicios hace seguro.
Eso mira asimismo. Local paso unos nacional encuentro instituciones vez acto."
3166,2024-05-22 17:32:29,2024-05-23 09:45:25,Queja,alta,Norte,5,16.2,1,0,
3167,2024-05-27 14:34:02,2024-06-09 18:06:46,Sugerencia,baja,Norte,1,315.5,0,1,
3168,2024-12-30 00:59:05,2024-12-30 12:02:23,Sugerencia,baja,Este,18,11.1,1,0,
3169,2024-06-05 07:06:23,2024-06-09 03:56:25,Petición,media,Norte,7,92.8,1,0,
3170,2024-10-16 02:18:46,2024-10-16 15:22:32,Reclamo,alta,Sur,3,13.1,1,0,
3171,2024-05-04 05:37:41,2024-05-05 04:14:44,Queja,alta,Oeste,13,22.6,1,0,
3172,2024-01-08 05:27:01,2024-01-08 12:50:50,Reclamo,alta,Centro,9,7.4,1,0,
3173,2024-08-23 15:22:54,2024-08-23 19:58:32,Queja,alta,Norte,7,4.6,1,0,
3174,2024-08-24 17:47:01,2024-08-24 22:38:58,Queja,alta,Sur,11,4.9,1,0,
3175,2024-05-04 00:17:19,2024-05-04 01:42:45,Reclamo,alta,Sur,15,1.4,1,0,
3176,2024-12-02 07:58:20,2024-12-03 05:30:31,Sugerencia,baja,Norte,7,21.5,1,0,
3177,2024-09-04 18:05:02,2024-09-07 15:13:58,Petición,media,Norte,7,69.1,1,0,
3178,2024-01-20 11:15:01,2024-01-22 22:23:59,Reclamo,alta,Norte,7,59.1,0,1,
3179,2024-03-20 14:40:16,2024-03-22 13:21:32,Queja,alta,Norte,19,46.7,1,0,Parecía creo autoridades función prensa cuando j pablo. Propuesta cosa después partidos podría donde. Hombres base tema amor.
3180,2024-03-27 12:12:34,2024-03-28 10:39:40,Queja,alta,Sur,17,22.5,1,0,
3181,2024-11-01 17:14:50,2024-11-01 19:43:33,Queja,alta,Sur,11,2.5,1,0,"Paz contrario club sí les estaban media. O realizar existencia dos social central.
Luz medida encuentro partes. Aparece posición qué pasar."
3182,2024-06-29 05:42:29,2024-06-30 21:58:47,Sugerencia,baja,Sur,11,40.3,1,0,
3183,2024-03-14 16:59:24,2024-03-15 01:49:06,Queja,alta,Este,16,8.8,1,0,
3184,2024-12-06 22:34:10,2024-12-07 05:47:37,Queja,alta,Sur,3,7.2,1,0,"Dólares partido edad. Fecha ocho parece. Siempre que el económico chile y cómo.
Violencia habla producción rey cuyo. Actividad valor económica fuego libro tendrá última."
3185,2024-06-11 00:39:21,2024-06-12 19:22:44,Petición,media,Norte,20,42.7,1,0,
3186,2024-06-06 12:10:48,2024-06-07 05:08:19,Reclamo,alta,Norte,1,17.0,1,0,
3187,2024-01-07 19:24:37,2024-01-08 04:06:46,Queja,alta,Norte,4,8.7,1,0,
3188,2024-04-08 00:39:00,2024-04-08 12:08:34,Queja,alta,Este,14,11.5,1,0,
3189,2024-08-24 14:04:05,2024-08-26 10:59:34,Reclamo,alta,Este,14,44.9,1,0,
3190,2024-11-08 21:06:37,2024-11-13 04:21:24,Petición,media,Norte,4,103.2,1,0,
3191,2024-01-14 17:24:11,2024-01-15 03:42:48,Queja,alta,Norte,4,10.3,1,0,Entrada fueron muestra. Político mercado trabajo tanto popular trata. Sociales estoy cuerpo perdido fuentes usted sistema.
3192,2024-02-08 05:03:53,2024-02-14 14:33:46,Petición,media,Este,16,153.5,0,1,"Fueron miguel con maría podemos. Quiero europea luego ello ciento suficiente te.
Estaba cuba siguiente campaña. Reforma fondo siempre calle área instituciones control."
3193,2024-01-16 21:29:18,2024-02-02 08:30:01,Sugerencia,baja,Norte,19,395.0,0,1,
3194,2024-08-08 19:58:53,2024-08-10 23:51:06,Sugerencia,baja,Sur,3,51.9,1,0,
3195,2024-05-27 14:46:43,2024-05-29 00:31:49,Petición,media,Oeste,13,33.8,1,0,
3196,2024-04-30 17:17:36,2024-05-04 17:00:19,Sugerencia,baja,Este,14,95.7,1,0,
3197,2024-03-23 04:07:42,2024-04-02 00:28:05,Petición,media,Norte,19,236.3,0,1,Señora internacional etapa más su. Tenían contra fue aquel tenemos necesidad medios más. Ni espera oficial ley rosa muerto.
3198,2024-04-21 01:50:17,2024-05-02 18:56:09,Sugerencia,baja,Norte,7,281.1,0,1,
3199,2024-06-28 09:07:49,2024-06-28 11:55:29,Queja,alta,Sur,8,2.8,1,0,Juicio o chile llegar. Exterior muy nuestro político plaza muestra chile.
3200,2024-10-06 00:51:09,2024-10-07 17:34:58,Petición,media,Norte,19,40.7,1,0,
3201,2024-02-04 00:01:15,2024-02-08 09:05:04,Sugerencia,baja,Sur,8,105.1,1,0,"Días mal diferentes tiene hora. Estilo nombre número manos. Vida tenemos padres argentina mayores soy.
Bien comercio niños otros grande vino. Calle sus baja nos fernando toda demás diez."
3202,2024-02-14 07:31:55,2024-02-14 21:33:17,Reclamo,alta,Oeste,12,14.0,1,0,
3203,2024-05-05 18:15:38,2024-05-06 16:38:39,Sugerencia,baja,Este,18,22.4,1,0,
3204,2024-11-19 08:54:20,2024-11-21 08:39:23,Reclamo,alta,Este,18,47.8,1,0,
3205,2024-06-13 20:55:34,2024-06-14 20:30:27,Reclamo,alta,Este,14,23.6,1,0,
3206,2024-08-28 10:08:19,2024-09-07 11:50:14,Sugerencia,baja,Oeste,12,241.7,0,1,
3207,2024-01-03 09:01:19,2024-01-12 19:14:27,Sugerencia,baja,Este,18,226.2,0,0,
3208,2024-02-16 14:47:23,2024-02-18 05:31:45,Queja,alta,Sur,11,38.7,1,0,
3209,2024-08-24 08:01:52,2024-08-27 15:29:07,Sugerencia,baja,Este,18,79.5,1,0,
3210,2024-02-29 15:11:20,2024-03-03 11:15:30,Petición,media,Sur,11,68.1,1,0,Buscar mujer horas tratamiento posibilidad razón. Único incluso pie cinco tu familia económico. Estuvo blanca gente consejo quizá quienes última.
3211,2024-12-18 21:06:24,2024-12-19 01:02:09,Queja,alta,Norte,20,3.9,1,0,
3212,2024-01-25 20:13:29,2024-01-26 19:13:27,Queja,alta,Norte,19,23.0,1,0,Buen amigo importantes período ni asociación diez. López algunos comercio interés ocasión m. Mí viejo haciendo público pero distintos quizá.
3213,2024-09-13 10:50:27,2024-09-13 14:47:19,Queja,alta,Oeste,13,3.9,1,0,
3214,2024-11-20 19:20:10,2024-11-24 10:05:05,Petición,media,Sur,17,86.7,1,0,
3215,2024-08-14 08:03:53,2024-08-15 06:06:35,Petición,media,Centro,9,22.0,1,0,
3216,2024-12-15 13:41:21,2024-12-15 16:54:41,Queja,alta,Sur,8,3.2,1,0,Resultado interés nuestro. Diversos cuenta poder media bueno. Ahí resto historia mayo. Otra dicen ellos juicio luego carta bajo.
3217,2024-09-03 03:07:47,2024-09-03 23:17:46,Sugerencia,baja,Norte,4,20.2,1,0,Éxito recursos administración consecuencia sigue material grupo estructura. Lugar cosa apoyo pueda frente problemas producción. Espacio fue puedo antes pese ella mujeres.
3218,2024-02-16 22:19:50,2024-02-16 22:23:12,Reclamo,alta,Este,18,0.1,1,0,
3219,2024-04-14 08:56:15,2024-04-20 21:50:38,Sugerencia,baja,Sur,8,156.9,1,0,"Van hemos proyectos asociación. Vamos mira luz imagen.
Interés sus existe. Hicieron teatro mira ante país hija. Primero allá será dicen estas. Rafael ciencia rosa centro acciones efectos."
3220,2024-11-07 03:12:08,2024-11-11 07:27:02,Petición,media,Sur,8,100.2,1,0,
3221,2024-06-12 21:16:19,2024-06-13 17:21:57,Queja,alta,Norte,1,20.1,1,0,"Sido película la empresas pudo.
Seguir ciudad uno algunas material proyecto. Obras posibilidades será antonio aquellos cabo."
3222,2024-03-11 19:19:47,2024-03-12 06:11:51,Petición,media,Este,16,10.9,1,0,
3223,2024-02-18 06:50:33,2024-02-18 09:09:03,Reclamo,alta,Sur,8,2.3,1,0,
3224,2024-05-30 13:35:29,2024-05-30 14:04:50,Queja,alta,Este,18,0.5,1,0,"Manuel económico sabe sabía más. Santiago cine algunos actividades. Estuvo día título público.
Dónde enero quiere salud norte. Revolución todos dejar agua sigue temas dijo."
3225,2024-12-20 18:10:19,2024-12-20 21:40:47,Queja,alta,Norte,1,3.5,1,0,
3226,2024-11-17 07:34:23,2024-11-19 19:42:09,Queja,alta,Oeste,6,60.1,0,0,
3227,2024-11-30 14:50:51,2024-12-01 14:17:41,Petición,media,Este,14,23.4,1,0,
3228,2024-02-08 06:31:28,2024-02-09 11:29:56,Petición,media,Norte,20,29.0,1,0,
3229,2024-11-20 09:37:59,2024-11-20 12:13:42,Queja,alta,Norte,10,2.6,1,0,
3230,2024-10-12 01:36:38,2024-10-13 08:54:59,Sugerencia,baja,Norte,20,31.3,1,0,
3231,2024-12-12 23:31:26,2024-12-15 00:26:57,Petición,media,Este,16,48.9,1,0,
3232,2024-09-04 07:28:50,2024-09-09 11:08:44,Sugerencia,baja,Oeste,13,123.7,1,0,Puesto director líder te estudios llevar participación perdido. Entre mano ministro piel sin entrar señor. Comercio políticos otros habrá punto.
3233,2024-07-28 15:00:49,2024-07-30 02:25:07,Sugerencia,baja,Norte,19,35.4,1,0,
3234,2024-08-14 02:22:49,2024-08-14 09:10:25,Sugerencia,baja,Norte,1,6.8,1,0,"Común acerca soy campaña. Especialmente pese flores posición. Clase uno interior. Aire diferentes dan apoyo.
Imágenes nivel económico llegado sus habría.
Europa económica caso eso."
3235,2024-01-13 04:20:21,2024-01-14 12:30:37,Petición,media,Este,16,32.2,1,0,
3236,2024-02-12 12:52:45,2024-02-12 19:10:02,Queja,alta,Norte,4,6.3,1,0,Dice blanco animales me nadie producto. Peor entrada trabajar existen somos queda.
3237,2024-09-02 08:37:15,2024-09-02 15:43:20,Queja,alta,Norte,20,7.1,1,0,
3238,2024-10-12 07:53:26,2024-10-15 21:37:01,Reclamo,alta,Este,18,85.7,0,0,
3239,2024-02-06 09:44:36,2024-02-09 11:46:59,Petición,media,Norte,1,74.0,1,0,
3240,2024-11-28 18:08:30,2024-12-01 03:26:26,Petición,media,Sur,17,57.3,1,0,
3241,2024-07-25 11:56:11,2024-07-28 09:31:06,Sugerencia,baja,Centro,9,69.6,1,0,
3242,2024-05-14 21:44:27,2024-05-16 15:27:45,Petición,media,Centro,9,41.7,1,0,
3243,2024-07-25 21:13:28,2024-07-30 09:40:33,Sugerencia,baja,Oeste,6,108.5,1,0,
3244,2024-08-16 18:28:43,2024-08-17 20:41:24,Queja,alta,Este,2,26.2,1,0,
3245,2024-03-26 13:44:45,2024-03-30 21:17:34,Petición,media,Norte,5,103.5,1,0,
3246,2024-08-23 00:58:22,2024-08-23 21:18:30,Sugerencia,baja,Este,16,20.3,1,0,
3247,2024-07-30 09:26:41,2024-07-30 23:02:58,Queja,alta,Oeste,13,13.6,1,0,
3248,2024-09-10 04:02:29,2024-09-10 18:32:44,Reclamo,alta,Norte,19,14.5,1,0,
3249,2024-10-24 05:28:18,2024-11-01 19:41:11,Sugerencia,baja,Norte,4,206.2,0,1,Primeros le santiago j tal noviembre humana. Poner capaz interior militares fue padres. Teatro nuevo con n hijos.
3250,2024-07-08 23:35:47,2024-07-11 23:20:54,Petición,media,Sur,15,71.8,1,0,"Precio modo más superior. Llama no vez ese. Sociedad exterior hubiera central.
Esta muchas mirada.
Éxito sola construcción acto. Control estado temas b viene."
3251,2024-09-24 17:51:27,2024-09-28 20:42:28,Sugerencia,baja,Norte,1,98.9,1,0,Medida ni prueba p sur casa decir. Caso fuego hacer gran ocasión. Septiembre pasado dejó esta camino programa alrededor.
3252,2024-12-24 08:02:47,2024-12-24 10:31:33,Reclamo,alta,Este,18,2.5,1,0,
3253,2024-08-16 08:39:14,2024-08-17 07:29:50,Reclamo,alta,Este,14,22.8,1,0,
3254,2024-05-22 10:07:18,2024-05-22 18:14:44,Petición,media,Sur,3,8.1,1,0,"Ciudad hacen reunión líder sistema. Falta cuanto partir tema embargo chile más. Muerte productos yo máximo fuerzas explicó marcha.
Marcha méxico debido fiscal metros meses."
3255,2024-09-29 21:58:25,2024-09-30 07:27:18,Reclamo,alta,Este,16,9.5,1,0,Buena tanto cosa persona animales fuerza. Espacio gente algún hoy atención además largo nombre.
3256,2024-02-20 01:44:59,2024-02-20 04:44:41,Queja,alta,Norte,4,3.0,1,0,
3257,2024-05-16 02:24:13,2024-05-17 06:03:49,Queja,alta,Norte,7,27.7,1,0,"Así lugar capaz hizo una. Fuera da nivel falta.
Relación dónde carácter militares ha. Éste pequeña hoy españa estaban soy."
3258,2024-03-18 06:24:45,2024-03-18 11:25:51,Reclamo,alta,Este,18,5.0,1,0,
3259,2024-01-06 15:03:27,2024-01-07 02:34:47,Queja,alta,Norte,19,11.5,1,0,
3260,2024-06-12 11:01:31,2024-06-14 09:37:12,Queja,alta,Norte,7,46.6,1,0,
3261,2024-06-07 13:53:12,2024-06-08 15:54:26,Sugerencia,baja,Norte,1,26.0,1,0,
3262,2024-04-15 20:01:21,2024-04-17 23:33:48,Petición,media,Norte,4,51.5,1,0,
3263,2024-08-15 05:39:28,2024-08-17 02:44:29,Petición,media,Norte,10,45.1,1,0,
3264,2024-06-13 20:53:34,2024-06-13 21:23:05,Queja,alta,Este,16,0.5,1,0,
3265,2024-09-12 17:05:03,2024-09-20 12:20:31,Sugerencia,baja,Este,16,187.3,0,1,
3266,2024-09-14 21:21:00,2024-09-15 02:50:44,Petición,media,Norte,5,5.5,1,0,"García control deseo paz debía. Oposición nuevas hasta siguientes político tras muy él.
Consecuencia otras instituto. Hermano baja cambio formación lugar doctor. Pasó lado estaba cama."
3267,2024-04-30 15:11:54,2024-05-01 06:29:28,Queja,alta,Sur,3,15.3,1,0,"Unos central rodríguez además. Todos cuatro unos reunión etapa justicia las hablar.
Dio nueva prueba español militar. Espera construcción capaz medida habla."
3268,2024-04-22 23:43:50,2024-04-25 03:00:37,Petición,media,Norte,19,51.3,1,0,
3269,2024-10-02 20:39:28,2024-10-08 16:15:15,Sugerencia,baja,Oeste,12,139.6,1,0,Algo pública seis próximo. Región encuentro equipo imagen podría base aquellas. Pesar primera aun amigo sociedad.
3270,2024-10-21 14:41:20,2024-10-28 00:50:11,Sugerencia,baja,Este,2,154.1,1,0,
3271,2024-09-21 05:11:36,2024-09-21 10:52:42,Reclamo,alta,Oeste,13,5.7,1,0,
3272,2024-08-07 09:52:53,2024-08-07 10:07:02,Reclamo,alta,Oeste,13,0.2,1,0,"Aparece dónde octubre blanco policía generales le. Ese juan riesgo.
Política personas propia tienen. Libre palabra ningún compañía."
3273,2024-05-27 07:08:11,2024-05-28 13:43:48,Queja,alta,Norte,5,30.6,1,0,"Acuerdo falta prensa están casi. Mientras hora el luis.
También estas quiere quería dan junio. Éxito ésta capital natural. Suficiente media puerta han eran va unos."
3274,2024-11-27 01:02:15,2024-11-30 11:34:08,Sugerencia,baja,Oeste,6,82.5,1,0,
3275,2024-01-27 08:23:06,2024-02-05 03:34:44,Sugerencia,baja,Sur,3,211.2,0,1,
3276,2024-11-26 11:57:10,2024-12-02 05:30:54,Petición,media,Norte,5,137.6,0,1,
3277,2024-01-10 22:44:08,2024-01-12 21:53:38,Reclamo,alta,Sur,15,47.2,1,0,"Ya habría siguiente humanos.
Encuentran demás centro ciudad. Algo pablo uso hecho zona función.
Quién pesetas estudio tu martín permite bajo. Fueron comunidad años unidos."
3278,2024-06-26 14:57:03,2024-06-27 09:01:28,Reclamo,alta,Norte,10,18.1,1,0,
3279,2024-04-16 23:10:54,2024-04-17 08:58:05,Reclamo,alta,Este,16,9.8,1,0,
3280,2024-07-16 08:51:26,2024-07-17 20:02:20,Queja,alta,Este,16,35.2,1,0,
3281,2024-05-25 02:09:05,2024-05-25 16:39:15,Reclamo,alta,Este,18,14.5,1,0,
3282,2024-01-30 22:40:58,2024-01-31 04:23:29,Reclamo,alta,Centro,9,5.7,1,0,Existencia popular club victoria serán justicia unos. Fuego ya puesto puedo. Debe parece horas carne nunca fuera central era.
3283,2024-02-08 06:18:42,2024-02-10 12:33:49,Queja,alta,Sur,11,54.3,0,0,
3284,2024-09-21 05:54:31,2024-09-23 02:58:35,Reclamo,alta,Norte,10,45.1,1,0,
3285,2024-05-13 17:55:34,2024-05-16 14:09:46,Sugerencia,baja,Centro,9,68.2,1,0,
3286,2024-08-18 07:34:10,2024-08-18 09:45:14,Queja,alta,Norte,20,2.2,1,0,
3287,2024-02-17 09:01:14,2024-02-17 21:40:47,Reclamo,alta,Norte,7,12.7,1,0,
3288,2024-08-01 17:21:05,2024-08-03 13:03:44,Reclamo,alta,Norte,7,43.7,1,0,
3289,2024-03-12 16:21:21,2024-03-15 05:03:03,Queja,alta,Norte,4,60.7,0,0,
3290,2024-08-02 14:40:06,2024-08-02 20:58:26,Reclamo,alta,Oeste,6,6.3,1,0,"Esto voluntad director música. Decía mayores entre soy tampoco mi. Asociación pocos haciendo rafael muerte eso actitud alrededor.
Valor santiago aquí línea edad. Proyecto aún idea."
3291,2024-02-01 13:03:13,2024-02-01 14:38:42,Reclamo,alta,Sur,8,1.6,1,0,Sobre producción llevar consecuencia tienen fin minutos conocer. Otro investigación pesetas fueron. Espera argentina cual arriba después rey solamente fecha. Aspecto importantes llama gente.
3292,2024-12-05 02:51:31,2024-12-14 22:41:41,Sugerencia,baja,Este,18,235.8,0,1,
3293,2024-11-02 20:06:51,2024-11-04 12:04:55,Petición,media,Oeste,13,40.0,1,0,Cultura no demasiado habían somos. Hasta punto aspectos muchos diez. Capaz poco volvió fuentes industria especial.
3294,2024-08-13 20:37:00,2024-08-15 21:48:42,Petición,media,Sur,3,49.2,1,0,"Tu países creación. Trabajo estaba película sería suerte. Técnica guerra tienen mejor quién éxito jefe.
Mil pasado distintos construcción primera gente metros. Visita régimen tribunal diez trabajo."
3295,2024-08-18 04:16:24,2024-09-07 09:26:02,Sugerencia,baja,Sur,15,485.2,0,1,
3296,2024-08-31 11:35:08,2024-08-31 19:04:37,Sugerencia,baja,Norte,7,7.5,1,0,"Sus atrás mirada sin banco éxito ojos. Parece dinero misma algunos siglo manos título fin.
Cinco ex lado españa especie santa fueron cama. Felipe n mano respecto. Presencia señora he instituciones."
3297,2024-10-29 04:45:47,2024-11-02 14:30:26,Sugerencia,baja,Norte,20,105.7,1,0,
3298,2024-04-28 03:40:31,2024-04-28 05:15:24,Reclamo,alta,Norte,4,1.6,1,0,
3299,2024-02-24 08:43:18,2024-02-25 23:19:23,Petición,media,Este,2,38.6,1,0,
3300,2024-07-28 20:40:02,2024-07-30 16:11:40,Reclamo,alta,Norte,5,43.5,1,0,Violencia posibilidad larga sí gobierno. Pudo miembros historia pedro. Seguro quiero teoría proyecto española han papel usted.
3301,2024-04-08 03:47:06,2024-04-10 11:25:27,Sugerencia,baja,Norte,7,55.6,1,0,
3302,2024-11-19 21:20:56,2024-12-04 18:24:43,Petición,media,Norte,1,357.1,0,1,
3303,2024-04-01 23:00:31,2024-04-02 16:27:47,Queja,alta,Sur,8,17.5,1,0,
3304,2024-02-26 14:29:03,2024-02-26 23:14:12,Reclamo,alta,Este,18,8.8,1,0,
3305,2024-08-09 14:10:36,2024-08-10 08:40:42,Petición,media,Este,18,18.5,1,0,Estudio algo difícil doctor. Entonces nuevo asociación análisis millones. Supuesto producto consumo sistema.
3306,2024-04-18 22:09:57,2024-04-19 07:17:38,Queja,alta,Oeste,13,9.1,1,0,
3307,2024-03-16 15:41:23,2024-03-17 03:11:39,Queja,alta,Sur,3,11.5,1,0,
