ticket_id,paciente_id,fecha_encuesta,nps,csat,comentario
2537,PAC-2537,2024-05-12,9,5,Noche sector tampoco pp tiempos.
2538,PAC-2538,2024-09-20,10,4,Julio oposición así hemos precio.
2539,PAC-2539,2024-12-26,10,4,
2540,PAC-2540,2024-12-07,0,2,Persona imposible parte tiempo sistemas gracias.
2541,PAC-2541,2024-04-25,10,4,
2542,PAC-2542,2024-10-09,6,3,
2543,PAC-2543,2024-05-14,0,1,
2544,PAC-2544,2024-03-22,7,4,
2545,PAC-2545,2024-04-03,10,5,
2546,PAC-2546,2024-04-19,8,5,
2547,PAC-2547,2024-07-28,9,4,
2548,PAC-2548,2024-01-19,7,3,
2549,PAC-2549,2024-10-04,9,4,
2550,PAC-2550,2024-12-23,9,4,
2551,PAC-2551,2024-02-28,8,4,
2552,PAC-2552,2024-10-14,4,3,Mediante estados creación cama.
2553,PAC-2553,2024-04-09,10,3,Sólo estos tenía atención durante podemos.
2554,PAC-2554,2024-04-29,8,4,Puso quien diario paz política esto trabajo proyectos.
2555,PAC-2555,2024-06-09,8,4,
2556,PAC-2556,2024-01-28,3,2,
2557,PAC-2557,2024-01-13,8,4,Finalmente otras argentina primeras hacia.
2558,PAC-2558,2024-06-23,9,4,Propios eran luego orden.
2559,PAC-2559,2024-03-25,8,3,
2560,PAC-2560,2024-09-18,6,4,
2561,PAC-2561,2024-04-16,10,4,
2562,PAC-2562,2024-12-11,6,4,Comenzó creación joven.
2563,PAC-2563,2024-01-31,2,4,
2564,PAC-2564,2024-11-23,9,5,
2565,PAC-2565,2024-04-20,5,4,
2566,PAC-2566,2024-08-27,2,3,
2567,PAC-2567,2024-07-10,7,3,
2568,PAC-2568,2024-02-27,9,5,
2569,PAC-2569,2024-04-13,10,5,
2570,PAC-2570,2024-05-23,8,4,
2571,PAC-2571,2024-06-28,6,3,
2572,PAC-2572,2024-06-26,10,3,Tarde entonces adelante pensar.
2573,PAC-2573,2024-08-14,10,5,Siglo problemas así español cuatro.
2574,PAC-2574,2024-02-12,9,4,Comercio mismos resultado yo orden europea varias.
2575,PAC-2575,2024-12-08,10,5,
2576,PAC-2576,2024-02-13,8,4,
2577,PAC-2577,2024-03-03,1,1,
2578,PAC-2578,2024-05-06,9,4,
2579,PAC-2579,2024-06-28,9,4,
2580,PAC-2580,2024-03-10,8,4,Últimos construcción señaló.
2581,PAC-2581,2024-11-01,9,4,
2582,PAC-2582,2024-07-24,9,4,
2583,PAC-2583,2024-03-02,9,5,
2584,PAC-2584,2024-10-15,10,5,
2585,PAC-2585,2024-10-31,10,5,Vuelta suelo último alta.
2586,PAC-2586,2024-06-17,2,3,Suficiente precisamente juego.
2587,PAC-2587,2024-08-17,10,5,
2588,PAC-2588,2024-08-21,7,3,Produce tipo r marcha.
2589,PAC-2589,2024-12-04,7,4,
2590,PAC-2590,2024-06-05,9,4,Puesto primeras ver comercio.
2591,PAC-2591,2024-06-04,8,4,
2592,PAC-2592,2024-03-03,8,3,Características acuerdo política desde.
2593,PAC-2593,2024-12-11,10,4,
2594,PAC-2594,2024-08-28,4,3,Especial caso sistemas supuesto personas buenos ahí.
2595,PAC-2595,2024-05-21,8,4,
2596,PAC-2596,2024-04-08,7,5,Han ésta edad primeros viejo encuentran.
2597,PAC-2597,2024-04-02,8,4,
2598,PAC-2598,2024-10-11,9,4,
2599,PAC-2599,2024-12-19,10,4,
2600,PAC-2600,2024-07-26,8,3,Siete riesgo septiembre capacidad prueba.
2601,PAC-2601,2024-10-12,10,4,
2602,PAC-2602,2024-08-09,8,4,Han informe ver información objeto.
2603,PAC-2603,2024-08-06,9,4,
2604,PAC-2604,2024-05-12,10,4,
2605,PAC-2605,2024-01-26,7,4,
2606,PAC-2606,2024-04-16,10,5,
2607,PAC-2607,2024-10-28,7,5,Tiempos teoría g.
2608,PAC-2608,2024-11-28,7,4,
2609,PAC-2609,2024-01-14,7,5,Congreso tenía puso instituto proyectos.
2610,PAC-2610,2024-06-23,2,3,Electoral importante viejo otros jamás tenían.
2611,PAC-2611,2024-07-30,9,5,
2612,PAC-2612,2024-07-20,10,5,Dónde cambio siguientes siguientes cuya menor interés.
2613,PAC-2613,2024-07-25,8,5,Bastante diferentes carrera ejemplo.
2614,PAC-2614,2024-07-16,9,5,
2615,PAC-2615,2024-01-16,3,4,Intereses le historia común formas conocer.
2616,PAC-2616,2024-01-13,5,4,
2617,PAC-2617,2025-01-05,0,2,
2618,PAC-2618,2024-02-20,10,4,
2619,PAC-2619,2024-02-27,10,3,Alto intereses pues deja hacerlo llega.
2620,PAC-2620,2024-04-08,10,4,
2621,PAC-2621,2024-05-26,5,3,
2622,PAC-2622,2024-06-09,3,3,
2623,PAC-2623,2024-09-09,6,3,
2624,PAC-2624,2024-09-30,8,4,
2625,PAC-2625,2024-10-04,5,4,
2626,PAC-2626,,7,1,Hacerlo según semana.
2627,PAC-2627,2024-05-26,4,4,
2628,PAC-2628,2024-08-05,10,4,Están estado niveles marzo además fuentes.
2629,PAC-2629,2024-06-30,9,4,Millones pasado cuadro jamás decisión base.
2630,PAC-2630,2024-04-09,1,2,
2631,PAC-2631,2024-01-12,3,3,Hacía historia desarrollo otra nada.
2632,PAC-2632,2024-02-01,5,3,Según llegado zona encuentra hablar mi interior voz.
2633,PAC-2633,2024-06-09,5,3,Afirmó europea ese agua juego.
2634,PAC-2634,2024-07-25,6,4,Meses grupos tenían tampoco fútbol bueno e.
2635,PAC-2635,2024-08-16,9,4,
2636,PAC-2636,2024-03-29,1,2,Intereses análisis sociedad dentro sean estas sistemas grupos.
2637,PAC-2637,2024-04-06,8,4,
2638,PAC-2638,2024-12-18,8,3,
2639,PAC-2639,2024-12-02,10,4,
2640,PAC-2640,2024-02-18,10,4,
2641,PAC-2641,2024-04-23,9,4,Niveles c cerca tan españoles estudio.
2642,PAC-2642,2024-04-30,9,4,
2643,PAC-2643,2024-08-23,8,5,Palabra contrario padres abril.
2644,PAC-2644,2024-04-09,2,3,
2645,PAC-2645,2024-02-23,10,4,
2646,PAC-2646,2024-06-09,9,5,
2647,PAC-2647,2024-08-20,9,3,Tiempo conjunto debe le ella fiscal cambio deseo.
2648,PAC-2648,2024-11-20,0,2,
2649,PAC-2649,2024-08-27,10,4,
2650,PAC-2650,2024-06-12,8,4,Difícil mil menor económico mujer estaban.
2651,PAC-2651,2024-04-15,1,3,
2652,PAC-2652,2024-06-10,8,4,
2653,PAC-2653,2024-04-22,8,5,Aire unión riesgo personal tiempos.
2654,PAC-2654,2024-03-13,8,5,Sola noche enfermedad mucha operación valores camino pronto.
2655,PAC-2655,2024-06-06,9,4,
2656,PAC-2656,2024-11-15,7,3,
2657,PAC-2657,2024-10-03,7,3,
2658,PAC-2658,2024-06-28,8,3,
2659,PAC-2659,2024-03-12,8,5,
2660,PAC-2660,2024-11-10,8,4,
2661,PAC-2661,2024-06-10,4,2,Pesetas minutos buena considera i bastante española.
2662,PAC-2662,2024-01-22,5,2,Marco proceso quiero difícil dolor.
2663,PAC-2663,2024-12-09,9,4,
2664,PAC-2664,2024-01-31,9,4,Incluso antes último naturaleza conseguir.
2665,PAC-2665,2024-06-18,4,4,
2666,PAC-2666,2024-03-17,7,4,
2667,PAC-2667,2024-07-21,8,4,
2668,PAC-2668,2024-10-11,8,5,
2669,PAC-2669,2024-07-18,7,2,Cuyo jorge nada miguel europa libros intereses.
2670,PAC-2670,2024-05-05,9,4,
2671,PAC-2671,2024-06-19,9,5,
2672,PAC-2672,2024-11-20,1,3,
2673,PAC-2673,2024-12-05,8,3,
2674,PAC-2674,2024-04-01,10,4,Arriba base sectores gran lópez valor españoles.
2675,PAC-2675,2024-04-02,9,3,Economía julio pueden sabe importantes.
2676,PAC-2676,2024-03-24,10,5,
2677,PAC-2677,2024-04-23,7,4,Amigos nuestro da fuerzas esa cuenta curso.
2678,PAC-2678,2024-02-27,2,3,Reunión plaza salir al e construcción presenta ley.
2679,PAC-2679,2024-03-08,2,3,Busca menos sido tenían hombre modo precios.
2680,PAC-2680,2024-05-16,8,5,
2681,PAC-2681,2024-10-13,6,3,Actitud nuestro embargo medida s producto.
2682,PAC-2682,2024-12-12,0,1,Plan única casi aire familia debía.
2683,PAC-2683,2024-02-06,8,5,Atrás primer ahora política parece.
2684,PAC-2684,2024-01-22,8,4,Santiago dicen vino dirección miedo ocasión información son.
2685,PAC-2685,2024-09-29,10,4,
2686,PAC-2686,2024-03-30,8,3,Dejó ella buen civil.
2687,PAC-2687,2024-09-30,5,4,
2688,PAC-2688,2024-01-27,7,3,Hecho allí la evitar partir habría.
2689,PAC-2689,2024-10-20,10,4,
2690,PAC-2690,2024-08-24,8,4,I donde señaló.
2691,PAC-2691,2024-12-15,9,5,Tomar noche deseo días ministerio.
2692,PAC-2692,2024-06-30,9,4,
2693,PAC-2693,2024-10-25,1,3,
2694,PAC-2694,2024-06-16,5,3,Iba martín allá humanos suerte tarde único.
2695,PAC-2695,2024-08-16,8,3,
2696,PAC-2696,2024-12-09,7,5,Español seguro verdad pasa fondo tratamiento.
2697,PAC-2697,2024-10-04,9,5,
2698,PAC-2698,2024-04-26,9,4,
2699,PAC-2699,2024-03-15,8,5,
2700,PAC-2700,2024-04-23,8,4,Creo naturaleza quería nuestra muchos ocasión.
2701,PAC-2701,2024-11-23,1,3,Algún hecho aquella partir casos.
2702,PAC-2702,2024-12-08,8,3,
2703,PAC-2703,2024-03-28,8,5,
2704,PAC-2704,2024-08-29,6,4,Sigue capital ayuda toda cualquier toda experiencia domingo.
2705,PAC-2705,2024-12-04,4,3,Han puso grupo haciendo unos tanto.
2706,PAC-2706,2024-06-02,9,4,
2707,PAC-2707,2024-12-29,3,3,Rosa ninguna del fecha.
2708,PAC-2708,2024-03-09,7,5,Partidos fecha sus obstante da social llegó.
2709,PAC-2709,2024-06-24,6,3,
2710,PAC-2710,2024-03-18,8,4,
2711,PAC-2711,2024-04-26,9,5,
2712,PAC-2712,2024-09-05,9,5,Obra caso fuego falta.
2713,PAC-2713,2024-09-10,9,5,Decía diversos resto.
2714,PAC-2714,2024-07-27,9,4,Demás conjunto corte puedo estaba base nuevo.
2715,PAC-2715,2024-12-20,8,4,Través ley joven argentina américa cuestión hacía.
2716,PAC-2716,2024-10-13,4,3,Imágenes siguientes esto unos i siempre buena.
2717,PAC-2717,2024-08-12,9,4,
2718,PAC-2718,2024-05-22,7,4,Queda estudios otro civil marco vía carlos.
2719,PAC-2719,2024-12-08,3,3,Intereses miembros encontrar contenido vista norte práctica.
2720,PAC-2720,2024-09-13,7,4,
2721,PAC-2721,2024-12-18,1,1,
2722,PAC-2722,2024-11-12,9,4,Sigue salud tampoco habría especialmente único hace memoria.
2723,PAC-2723,2024-05-01,9,5,
2724,PAC-2724,2024-12-02,4,3,Final jorge causa todas.
2725,PAC-2725,2024-05-01,8,4,
2726,PAC-2726,2024-04-13,7,4,
2727,PAC-2727,2024-09-10,8,4,
2728,PAC-2728,2024-04-27,8,3,
2729,PAC-2729,2024-09-03,7,3,
2730,PAC-2730,2024-10-06,10,5,Días miembros san camino papel camino.
2731,PAC-2731,,10,5,Sea concepto partir.
2732,PAC-2732,2024-07-05,8,4,
2733,PAC-2733,2024-07-18,4,4,
2734,PAC-2734,2024-07-04,2,2,
2735,PAC-2735,2024-03-03,6,3,
2736,PAC-2736,2024-06-06,4,2,
2737,PAC-2737,2024-02-09,0,2,
2738,PAC-2738,2024-12-15,7,4,Realizar local trata acción.
2739,PAC-2739,2024-10-07,7,4,Pregunta cuestión efecto programa.
2740,PAC-2740,2024-08-11,8,4,
2741,PAC-2741,2024-03-15,2,3,Fuerza habían miguel violencia política blanca mediante superior.
2742,PAC-2742,2024-03-27,8,4,
2743,PAC-2743,2024-04-19,0,3,Buenos partir busca ejército igual dio.
2744,PAC-2744,2024-10-15,7,3,
2745,PAC-2745,2024-04-11,9,4,Ejemplo el mil muchas.
2746,PAC-2746,2024-11-28,10,4,Nadie demás mitad peor b.
2747,PAC-2747,2024-02-05,9,4,Largo pequeño oro común realizar prensa soy.
2748,PAC-2748,2024-05-22,9,5,
2749,PAC-2749,2024-10-14,7,4,
2750,PAC-2750,2024-01-10,9,4,
2751,PAC-2751,2024-03-03,6,3,
2752,PAC-2752,2024-04-14,10,4,
2753,PAC-2753,2024-02-25,10,5,Encuentra libros congreso rosa pacientes explicó.
2754,PAC-2754,2024-06-16,2,3,
2755,PAC-2755,2024-01-29,7,3,
2756,PAC-2756,2024-03-02,4,2,Según salir hacia condiciones precisamente servicio i nuevo.
2757,PAC-2757,2024-04-25,8,4,Afirmó nivel si alrededor región pesetas vuelve.
2758,PAC-2758,2024-05-23,3,2,
2759,PAC-2759,2024-11-02,0,2,
2760,PAC-2760,2024-12-21,5,4,Precio riesgo europa quería.
2761,PAC-2761,2024-12-03,9,4,
2762,PAC-2762,2024-07-29,9,4,Difícil aire derechos pasa partidos.
2763,PAC-2763,2024-05-02,8,4,
2764,PAC-2764,2024-06-07,4,3,
2765,PAC-2765,2024-12-15,8,4,Espera señora atrás ningún contra.
2766,PAC-2766,2024-01-26,6,2,
2767,PAC-2767,2024-07-29,10,4,
2768,PAC-2768,2024-01-28,8,5,
2769,PAC-2769,2024-09-25,7,3,
2770,PAC-2770,2024-08-05,7,4,Cuenta pueda o importante asunto estaba cambio.
2771,PAC-2771,2024-04-14,6,3,
2772,PAC-2772,2024-12-13,10,4,
2773,PAC-2773,2024-03-04,8,4,Va como tanto.
2774,PAC-2774,2024-11-20,7,4,
2775,PAC-2775,2024-08-08,9,5,
2776,PAC-2776,2024-01-10,8,5,
2777,PAC-2777,2024-11-08,8,4,
2778,PAC-2778,2024-06-26,10,5,
2779,PAC-2779,2024-03-11,10,4,Mal después humano están asimismo.
2780,PAC-2780,2024-08-14,0,2,De tenían francisco guerra mientras.
2781,PAC-2781,2024-05-06,3,3,
2782,PAC-2782,2024-02-14,1,2,Nivel estas debe podía.
2783,PAC-2783,2024-08-31,9,3,Propia socialista dado.
2784,PAC-2784,2024-05-17,2,2,Tuvo pasar importancia.
2785,PAC-2785,2024-08-23,10,3,
2786,PAC-2786,2024-07-17,10,5,Propuesta si bueno clase acto.
2787,PAC-2787,2024-01-30,4,2,
2788,PAC-2788,2025-01-04,7,5,
2789,PAC-2789,2024-08-07,2,2,Tema dejar mercado pesetas vista.
2790,PAC-2790,2024-11-02,8,3,Nuevo la salida apenas.
2791,PAC-2791,2024-06-03,5,3,
2792,PAC-2792,2024-06-02,2,2,
2793,PAC-2793,2024-12-17,10,3,Pasó noviembre llegó el unos lucha ella.
2794,PAC-2794,2024-05-03,10,4,
2795,PAC-2795,2024-03-07,7,3,
2796,PAC-2796,2024-05-24,8,4,
2797,PAC-2797,2024-05-16,8,4,En fue oposición problema cara consecuencia dicho.
2798,PAC-2798,2024-06-14,10,5,
2799,PAC-2799,2024-11-15,6,3,
2800,PAC-2800,2024-11-16,4,3,
2801,PAC-2801,2024-10-05,2,3,
2802,PAC-2802,2024-05-26,0,1,
2803,PAC-2803,,6,3,Igual torno económica.
2804,PAC-2804,2024-01-27,8,3,
2805,PAC-2805,2024-04-06,5,4,Primeras sociales área sociales militares bien cosas.
2806,PAC-2806,2024-12-05,8,4,
2807,PAC-2807,2024-03-23,6,4,
2808,PAC-2808,2024-12-16,1,3,
2809,PAC-2809,2024-08-13,6,4,Mitad línea ciudad niño.
2810,PAC-2810,2024-07-31,9,4,
2811,PAC-2811,2024-01-23,5,3,
2812,PAC-2812,2024-05-12,3,4,
2813,PAC-2813,2024-11-03,9,4,
2814,PAC-2814,2024-04-16,8,3,
2815,PAC-2815,2024-10-20,10,5,
2816,PAC-2816,2024-06-15,10,5,
2817,PAC-2817,2024-03-26,8,4,
2818,PAC-2818,2024-10-20,10,4,Fuego sociales ellos ahora sino ésta.
2819,PAC-2819,2024-03-03,8,4,
2820,PAC-2820,2024-06-03,0,3,
2821,PAC-2821,2024-08-24,8,3,Esta n puesto paz manera caso.
2822,PAC-2822,2024-10-18,8,5,
2823,PAC-2823,2024-06-01,10,5,
2824,PAC-2824,2024-02-17,9,4,Pasar siempre pesar manuel.
2825,PAC-2825,2024-04-25,4,3,Objetivo económica papel difícil encuentro.
2826,PAC-2826,2024-09-26,6,2,Cuenta hicieron hija.
2827,PAC-2827,2024-10-20,8,3,
2828,PAC-2828,2024-12-08,1,4,
2829,PAC-2829,2024-02-16,10,5,
2830,PAC-2830,2024-06-19,1,3,
2831,PAC-2831,2024-11-05,9,5,
2832,PAC-2832,2024-10-12,9,4,
2833,PAC-2833,2024-12-25,10,4,Derechos seguir ambiente popular mayo queda.
2834,PAC-2834,2024-03-02,10,4,Movimiento organización b investigación violencia programa comenzó.
2835,PAC-2835,2024-03-11,7,4,
2836,PAC-2836,2024-11-17,3,1,
2837,PAC-2837,2024-05-24,6,2,
2838,PAC-2838,2024-07-21,8,4,
2839,PAC-2839,2024-09-03,7,4,
2840,PAC-2840,2024-07-08,10,5,
2841,PAC-2841,2024-01-13,7,4,
2842,PAC-2842,2024-09-20,7,4,
2843,PAC-2843,2024-07-15,9,3,
2844,PAC-2844,2024-08-02,4,2,Día central propia ya hubiera llamado mejor cara.
2845,PAC-2845,2024-06-11,9,4,
2846,PAC-2846,2024-06-20,8,5,
2847,PAC-2847,2024-06-03,4,3,Función habla cuales europea he nada.
2848,PAC-2848,2024-01-22,10,4,Mismos mesa región g ministerio.
2849,PAC-2849,2024-02-04,9,4,Supuesto américa encima padre diferentes rey.
2850,PAC-2850,2024-10-30,3,3,Central derecho sino fuerza señor obra.
2851,PAC-2851,2024-06-07,8,4,
2852,PAC-2852,2024-04-20,10,5,Ahora g instituciones modo puedo.
2853,PAC-2853,2024-05-28,8,4,Alta cultura carrera hijo.
2854,PAC-2854,2024-11-12,10,3,
2855,PAC-2855,2024-08-06,10,4,
2856,PAC-2856,2024-06-14,4,4,Estuvo poner defensa deben.
2857,PAC-2857,2024-06-18,10,5,
2858,PAC-2858,2024-06-07,8,4,Políticos pero quiero muerto etapa premio puerto.
2859,PAC-2859,2024-08-10,8,4,
2860,PAC-2860,2024-07-02,10,4,Tú semana viaje u.
2861,PAC-2861,2024-08-26,10,3,
2862,PAC-2862,2024-06-06,10,4,Sistemas zonas causa compañía mitad generales siglo allí.
2863,PAC-2863,2024-09-01,3,1,
2864,PAC-2864,2024-08-15,8,4,
2865,PAC-2865,2024-01-23,6,3,
2866,PAC-2866,2024-02-18,9,4,Durante qué santa señora objetivo años.
2867,PAC-2867,2024-01-16,7,4,Podrá mil respuesta ahí países.
2868,PAC-2868,2024-03-12,9,3,
2869,PAC-2869,2024-11-17,8,4,
2870,PAC-2870,2024-12-19,7,3,Secretario luis mantener.
2871,PAC-2871,2024-04-27,5,3,
2872,PAC-2872,2024-11-11,0,1,
2873,PAC-2873,2024-05-31,10,3,
2874,PAC-2874,2024-03-14,10,5,
2875,PAC-2875,2024-05-29,8,5,
2876,PAC-2876,2024-07-11,10,5,Esto económica dicho sistema siete aunque.
2877,PAC-2877,2024-05-11,7,4,
2878,PAC-2878,2024-10-19,9,4,Acción larga propio mí cierto.
2879,PAC-2879,2024-01-28,10,4,
2880,PAC-2880,2024-02-14,6,4,Escuela mil energía cómo muchas antes mundial generales.
2881,PAC-2881,2024-11-11,4,3,
2882,PAC-2882,2024-06-13,10,4,Cantidad hermano instituto armas atrás ambos.
2883,PAC-2883,2024-10-03,7,4,Políticos memoria precisamente estructura ellas.
2884,PAC-2884,2024-07-20,10,5,
2885,PAC-2885,2024-04-30,7,4,
2886,PAC-2886,2024-06-30,8,4,
2887,PAC-2887,2024-11-13,2,2,
2888,PAC-2888,2024-05-23,8,5,Reforma toda material casos.
2889,PAC-2889,2024-10-13,9,4,
2890,PAC-2890,2024-10-30,9,3,Luis cuadro manera posible temas semanas elementos.
2891,PAC-2891,2024-10-27,7,4,Seguridad elementos siquiera hace.
2892,PAC-2892,2024-01-17,6,3,
2893,PAC-2893,2024-11-29,7,4,Cambios g zona baja juicio.
2894,PAC-2894,2024-08-08,9,4,
2895,PAC-2895,2024-04-18,8,5,Llevar qué humano en soy.
2896,PAC-2896,2024-11-08,9,3,Niño etapa sido actividades propios.
2897,PAC-2897,2024-02-18,9,4,
2898,PAC-2898,2024-09-28,4,3,
2899,PAC-2899,2024-07-15,9,5,Cuando norte caso texto.
2900,PAC-2900,2024-10-01,4,3,Radio miedo algunos duda comercio años.
2901,PAC-2901,2024-07-31,0,2,
2902,PAC-2902,2024-09-18,8,3,
2903,PAC-2903,2024-09-02,10,5,
2904,PAC-2904,2024-05-26,6,3,
2905,PAC-2905,2024-11-14,9,3,Acción niños mayor podemos experiencia y.
2906,PAC-2906,2024-03-19,10,4,Comunicación bastante encuentran existen del.
2907,PAC-2907,2024-09-26,10,4,Posibilidad hija vino constitución p cuenta no operación.
2908,PAC-2908,2024-10-10,8,4,Barcelona siete mundo américa contrario cerca.
2909,PAC-2909,2024-07-16,8,4,
2910,PAC-2910,2024-05-27,1,2,Centros dios obra américa primeros encuentra.
2911,PAC-2911,2024-05-03,6,4,
2912,PAC-2912,2024-10-10,9,4,Parecía grado felipe junto ninguna iglesia.
2913,PAC-2913,2024-01-20,10,4,
2914,PAC-2914,2024-12-01,8,4,
2915,PAC-2915,2024-01-28,8,5,
2916,PAC-2916,2024-03-23,9,5,
2917,PAC-2917,2024-01-19,2,3,
2918,PAC-2918,2024-12-27,0,2,
2919,PAC-2919,2024-09-23,8,4,
2920,PAC-2920,2024-06-14,8,4,
2921,PAC-2921,2024-04-01,8,4,Esfuerzo derecha hacia esto.
2922,PAC-2922,2024-02-24,5,3,
2923,PAC-2923,2024-04-22,9,4,Rafael única tengo sectores y apoyo posibilidad.
2924,PAC-2924,2024-08-07,10,4,
2925,PAC-2925,2024-05-13,9,4,
2926,PAC-2926,2025-01-03,0,2,
2927,PAC-2927,2024-12-25,8,5,
2928,PAC-2928,2024-02-09,7,3,
2929,PAC-2929,2024-03-03,7,5,
2930,PAC-2930,2024-08-04,6,4,Alta bajo méxico sistemas.
2931,PAC-2931,2024-08-29,10,5,
2932,PAC-2932,2024-05-10,8,4,
2933,PAC-2933,2024-06-15,9,3,
2934,PAC-2934,2024-12-15,2,4,
2935,PAC-2935,,9,4,
2936,PAC-2936,2024-11-23,3,3,Imagen estoy considera cinco tuvo.
2937,PAC-2937,2024-06-08,0,1,
2938,PAC-2938,2024-06-23,3,4,
2939,PAC-2939,2024-12-12,6,5,
2940,PAC-2940,2024-03-07,7,3,
2941,PAC-2941,2024-01-22,8,5,
2942,PAC-2942,2024-09-11,0,2,
2943,PAC-2943,2024-12-14,10,5,
2944,PAC-2944,2024-12-01,7,3,
2945,PAC-2945,2024-07-09,6,4,
2946,PAC-2946,2024-08-16,8,4,
2947,PAC-2947,2024-10-02,8,4,
2948,PAC-2948,2024-09-10,9,5,
2949,PAC-2949,2024-04-17,6,4,Marzo felipe costa toda términos.
2950,PAC-2950,2025-01-01,8,4,Ello trabajar le.
2951,PAC-2951,2024-05-15,1,2,
2952,PAC-2952,2024-11-30,6,4,
2953,PAC-2953,2024-09-05,8,4,Futuro ocasiones frente y.
2954,PAC-2954,2024-02-08,9,4,Investigación muy asimismo tiempos.
2955,PAC-2955,2024-09-17,5,2,
2956,PAC-2956,2024-08-27,9,4,
2957,PAC-2957,2024-09-01,10,5,
2958,PAC-2958,2024-03-05,7,4,
2959,PAC-2959,2024-12-29,9,4,
2960,PAC-2960,2024-04-03,7,4,Del crecimiento cambio cuba real.
2961,PAC-2961,2024-12-30,10,4,
2962,PAC-2962,2024-06-12,10,5,
2963,PAC-2963,2024-05-29,8,4,
2964,PAC-2964,2024-09-20,8,3,Pasa conjunto principal diciembre quiere partidos.
2965,PAC-2965,2024-06-22,6,2,Este mirada pues domingo.
2966,PAC-2966,2024-12-24,9,3,
2967,PAC-2967,2025-01-03,5,3,Espacio electoral cerca también.
2968,PAC-2968,2024-05-31,8,4,Trabajo realidad edad marzo pese.
2969,PAC-2969,2024-02-21,10,3,Hacen permite este.
2970,PAC-2970,2024-08-13,8,4,
2971,PAC-2971,2024-08-17,10,3,Otra joven propio.
2972,PAC-2972,2024-12-09,9,4,
2973,PAC-2973,2024-05-27,10,4,Unidos por oro derechos zona zona.
2974,PAC-2974,2024-01-08,8,4,Trabajo ella he hombres posible.
2975,PAC-2975,2024-06-15,7,4,
2976,PAC-2976,2024-03-07,4,3,Piel ocasiones corte van control felipe servicios.
2977,PAC-2977,2024-07-26,7,3,Nunca podrá instituto madre fue madrid máximo.
2978,PAC-2978,2024-11-23,9,3,José mayoría clase siguiente mundial actual.
2979,PAC-2979,2024-03-27,9,5,
2980,PAC-2980,2024-06-19,9,3,
2981,PAC-2981,2024-12-18,4,4,
2982,PAC-2982,2024-06-07,10,4,
2983,PAC-2983,2024-05-29,7,4,Millones todos aumento claro calle madrid.
2984,PAC-2984,2024-01-27,4,2,
2985,PAC-2985,2024-06-12,9,5,
2986,PAC-2986,2024-11-17,3,2,
2987,PAC-2987,2024-05-22,9,4,Realidad los cambio pesetas.
2988,PAC-2988,2024-11-28,6,3,
2989,PAC-2989,2024-11-10,9,4,Manera fuera esa niveles.
2990,PAC-2990,2024-04-11,7,3,Diversas base esfuerzo viejo tipos cambios libros.
2991,PAC-2991,2024-10-07,8,5,
2992,PAC-2992,2024-10-18,8,4,
2993,PAC-2993,2024-06-23,8,4,Hoy comunidad r.
2994,PAC-2994,2024-04-12,9,4,
2995,PAC-2995,2024-12-31,8,3,Llega creación doctor cuenta río sociedad contra.
2996,PAC-2996,2024-10-23,9,3,
2997,PAC-2997,2024-09-27,9,5,
2998,PAC-2998,2024-08-14,2,3,Otros trabajadores experiencia etc sol.
2999,PAC-2999,2024-10-17,9,4,
3000,PAC-3000,2024-03-25,3,2,
3001,PAC-3001,2024-11-24,6,4,Hoy ni origen ocho.
3002,PAC-3002,2024-12-05,9,5,
3003,PAC-3003,2024-06-19,2,3,Cuatro sino tendrá cierto sabe.
3004,PAC-3004,2024-12-10,8,4,
3005,PAC-3005,2024-10-27,9,4,
3006,PAC-3006,2024-12-05,0,2,S gracias pueda investigación médico.
3007,PAC-3007,2024-08-14,2,2,
3008,PAC-3008,2024-12-25,8,4,
3009,PAC-3009,2024-01-31,5,3,
3010,PAC-3010,2024-05-29,9,4,Ninguna estado hermano importante sur.
3011,PAC-3011,2024-02-28,1,3,
3012,PAC-3012,2025-01-02,7,4,Amor amigos dicen mayor propuesta veces sola mal.
3013,PAC-3013,2024-05-24,10,4,Incluso personal oficial fútbol importante encuentran lejos.
3014,PAC-3014,2024-10-03,3,3,Según marzo junto algún lópez apenas.
3015,PAC-3015,2025-01-02,7,4,Comunidad reunión sí he policía sigue.
3016,PAC-3016,2024-06-24,0,3,Habrá peor haber cama tiene.
3017,PAC-3017,2024-01-23,10,4,Podía sola aquí.
3018,PAC-3018,2024-01-20,7,4,
3019,PAC-3019,2024-05-29,8,5,
3020,PAC-3020,2024-08-08,9,4,
3021,PAC-3021,2024-02-05,5,4,Origen ya quiere.
3022,PAC-3022,2024-10-21,5,3,
3023,PAC-3023,2024-03-13,7,4,
3024,PAC-3024,2024-05-25,7,4,Otro alguna nuestros.
3025,PAC-3025,2024-06-30,2,3,Dónde metros embargo tu hombres fácil.
3026,PAC-3026,2024-04-10,4,4,
3027,PAC-3027,2024-01-16,10,3,Organización me artículo asociación libros papel.
3028,PAC-3028,2024-03-19,10,4,Proyectos cantidad ii única.
3029,PAC-3029,2024-10-01,4,3,
3030,PAC-3030,2024-07-12,6,4,
3031,PAC-3031,2024-05-04,0,2,Habrá temas llegó amor medios.
3032,PAC-3032,2024-09-18,0,3,
3033,PAC-3033,2024-06-02,8,4,
3034,PAC-3034,2024-01-25,4,3,Francia clase título respuesta millones vez.
